Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9FLR7	A0A2Y9FLR7_PHYMC	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN, EC 3.1.3.16, EC 3.1.3.48, EC 3.1.3.67 (Phosphatase and tensin homolog)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	403	unreviewed	5.0	FUNCTION: Tumor suppressor. Acts as a dual-specificity protein phosphatase, dephosphorylating tyrosine-, serine- and threonine-phosphorylated proteins. Also acts as a lipid phosphatase. {ECO:0000256|PIRNR:PIRNR038025}.	102984551;	XP_007125605.1;	pcad:102984551;		ENSPCTT00005030469;				IPR017361;IPR035892;IPR029021;IPR045101;IPR014020;IPR029023;IPR016130;IPR003595;IPR000387;	
A0A2Y9FM68	A0A2Y9FM68_PHYMC	CDK5	cyclin-dependent-like kinase 5	Physeter macrocephalus (Sperm whale) (Physeter catodon)	292	unreviewed	5.0		102986821;	XP_007126720.1;	pcad:102986821;		ENSPCTT00005019201;				IPR011009;IPR000719;IPR017441;IPR008271;	
A0A2Y9FRD8	A0A2Y9FRD8_PHYMC	KAT2A	Histone acetyltransferase, EC 2.3.1.48	Physeter macrocephalus (Sperm whale) (Physeter catodon)	837	unreviewed	5.0		102984109;	XP_007129111.1;			ENSPCTT00005032433;				IPR016181;IPR001487;IPR036427;IPR018359;IPR037800;IPR016376;IPR000182;IPR009464;	
A0A2Y9FUA0	A0A2Y9FUA0_PHYMC	LOC102981487	Sodium/potassium-transporting ATPase subunit alpha	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1020	unreviewed	5.0		102981487;	XP_007129684.1;	pcad:102981487;		ENSPCTT00005003614;				IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR005775;IPR001757;IPR044492;	
A0A2Y9LFG3	A0A2Y9LFG3_DELLE	NOG	Noggin	Delphinapterus leucas (Beluga whale)	232	unreviewed	5.0	FUNCTION: Inhibitor of bone morphogenetic proteins (BMP) signaling which is required for growth and patterning of the neural tube and somite. {ECO:0000256|PIRNR:PIRNR008129}.		XP_022408310.1;	dle:111163683;		ENSDLET00000009813;				IPR029034;IPR008717;	
A0A2Y9LJR9	A0A2Y9LJR9_DELLE	ADCY8	Adenylate cyclase, EC 4.6.1.1	Delphinapterus leucas (Beluga whale)	1250	unreviewed	5.0	FUNCTION: Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling. {ECO:0000256|PIRNR:PIRNR039050}.		XP_022409740.1;	dle:111164400;		ENSDLET00000028748;				IPR001054;IPR018297;IPR032628;IPR030672;IPR009398;IPR029787;	
A0A2Y9LKN0	A0A2Y9LKN0_DELLE	EPHB2	Receptor protein-tyrosine kinase, EC 2.7.10.1	Delphinapterus leucas (Beluga whale)	986	unreviewed	5.0			XP_022407622.1;			ENSDLET00000016915;				IPR027936;IPR034238;IPR001090;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR011641;IPR008266;IPR020635;IPR016257;IPR001426;	
A0A2Y9LXI5	A0A2Y9LXI5_DELLE	KAT2A	Histone acetyltransferase, EC 2.3.1.48	Delphinapterus leucas (Beluga whale)	872	unreviewed	5.0			XP_022413501.1;			ENSDLET00000013970;				IPR016181;IPR001487;IPR036427;IPR018359;IPR037800;IPR016376;IPR000182;IPR009464;	
A0A2Y9LZI2	A0A2Y9LZI2_DELLE	DRD2	D(2) dopamine receptor (Dopamine D2 receptor)	Delphinapterus leucas (Beluga whale)	443	unreviewed	5.0			XP_022414834.1;XP_022414835.1;	dle:111166890;		ENSDLET00000014716;				IPR001922;IPR000929;IPR000276;IPR017452;	
A0A2Y9M4Z1	A0A2Y9M4Z1_DELLE	EPM2A	Protein-tyrosine-phosphatase, EC 3.1.3.48	Delphinapterus leucas (Beluga whale)	331	unreviewed	5.0			XP_022414262.1;	dle:111166646;		ENSDLET00000029399;				IPR013784;IPR034831;IPR002044;IPR045204;IPR000340;IPR013783;IPR042942;IPR029021;IPR016130;IPR000387;IPR020422;	
A0A2Y9M676	A0A2Y9M676_DELLE	LDLR	low-density lipoprotein receptor	Delphinapterus leucas (Beluga whale)	857	unreviewed	5.0			XP_022412868.1;	dle:111165995;		ENSDLET00000033442;				IPR011042;IPR001881;IPR000742;IPR000152;IPR018097;IPR009030;IPR036055;IPR023415;IPR000033;IPR002172;	
A0A2Y9MBG2	A0A2Y9MBG2_DELLE	KMT2A	Histone-lysine N-methyltransferase, EC 2.1.1.364	Delphinapterus leucas (Beluga whale)	4012	unreviewed	5.0			XP_022414763.1;	dle:111166868;		ENSDLET00000024972;				IPR001487;IPR036427;IPR034732;IPR003889;IPR003888;IPR037927;IPR041958;IPR042023;IPR042025;IPR044133;IPR016569;IPR003616;IPR001214;IPR046341;IPR002857;IPR011011;IPR001965;IPR019787;IPR013083;	
A0A2Y9MKJ4	A0A2Y9MKJ4_DELLE	MECP2	Methyl-CpG-binding protein 2, MeCp-2 protein, MeCp2	Delphinapterus leucas (Beluga whale)	486	unreviewed	5.0	FUNCTION: Chromosomal protein that binds to methylated DNA. It can bind specifically to a single methyl-CpG pair. It is not influenced by sequences flanking the methyl-CpGs. Binds both 5-methylcytosine (5mC) and 5-hydroxymethylcytosine (5hmC)-containing DNA, with a preference for 5-methylcytosine (5mC). {ECO:0000256|PIRNR:PIRNR038006}.		XP_022421551.1;	dle:111170579;		ENSDLET00000016352;				IPR016177;IPR017353;IPR045138;IPR001739;	
A0A2Y9MT63	A0A2Y9MT63_DELLE	DKK1	dickkopf-related protein 1	Delphinapterus leucas (Beluga whale)	268	unreviewed	5.0			XP_022425160.1;	dle:111172540;		ENSDLET00000013931;				IPR006796;IPR039863;	
A0A2Y9MW12	A0A2Y9MW12_DELLE	CREB1	cyclic AMP-responsive element-binding protein 1 isoform X1	Delphinapterus leucas (Beluga whale)	341	unreviewed	5.0			XP_022423227.1;	dle:111171769;		ENSDLET00000014879;				IPR004827;IPR046347;IPR003102;IPR029802;IPR001630;	
A0A2Y9MZ41	A0A2Y9MZ41_DELLE	HIF1A	Hypoxia-inducible factor 1-alpha	Delphinapterus leucas (Beluga whale)	823	unreviewed	5.0			XP_022426136.1;	dle:111173087;		ENSDLET00000009134;				IPR011598;IPR001321;IPR014887;IPR021537;IPR036638;IPR001610;IPR000014;IPR035965;IPR013767;IPR013655;	
A0A2Y9N8M4	A0A2Y9N8M4_DELLE	SLC1A1	Amino acid transporter	Delphinapterus leucas (Beluga whale)	524	unreviewed	5.0			XP_022429321.1;	dle:111174642;		ENSDLET00000029717;				IPR001991;IPR018107;IPR036458;	
A0A2Y9NJ25	A0A2Y9NJ25_DELLE	APP	Amyloid-beta A4 protein	Delphinapterus leucas (Beluga whale)	767	unreviewed	5.0	FUNCTION: Functions as a cell surface receptor and performs physiological functions on the surface of neurons relevant to neurite growth, neuronal adhesion and axonogenesis. {ECO:0000256|RuleBase:RU367156}.; FUNCTION: N-APP binds TNFRSF21 triggering caspase activation and degeneration of both neuronal cell bodies (via caspase-3) and axons (via caspase-6). {ECO:0000256|ARBA:ARBA00003551}.; FUNCTION: The gamma-CTF peptides as well as the caspase-cleaved peptides, including C31, are potent enhancers of neuronal apoptosis. {ECO:0000256|ARBA:ARBA00002651}.		XP_022429283.1;	dle:111174611;		ENSDLET00000012886;ENSDLET00000012922;ENSDLET00000012956;				IPR036669;IPR008155;IPR013803;IPR037071;IPR011178;IPR024329;IPR008154;IPR015849;IPR036454;IPR019745;IPR028866;IPR019543;IPR019744;IPR036176;IPR002223;IPR036880;IPR011993;IPR020901;	
A0A2Y9NKT7	A0A2Y9NKT7_DELLE	LGMN	Legumain, EC 3.4.22.34 (Asparaginyl endopeptidase) (Protease, cysteine 1)	Delphinapterus leucas (Beluga whale)	433	unreviewed	5.0			XP_022431952.1;	dle:111176145;		ENSDLET00000013005;				IPR043577;IPR001096;	
A0A2Y9NMD6	A0A2Y9NMD6_DELLE	TSC1	hamartin	Delphinapterus leucas (Beluga whale)	1169	unreviewed	5.0			XP_022434037.1;XP_022434038.1;XP_022434039.1;XP_022434040.1;XP_022434041.1;	dle:111177090;		ENSDLET00000007204;				IPR007483;	
A0A2Y9NQW5	A0A2Y9NQW5_DELLE	BRAF	Non-specific serine/threonine protein kinase, EC 2.7.11.1	Delphinapterus leucas (Beluga whale)	762	unreviewed	5.0			XP_022435291.1;	dle:111177653;		ENSDLET00000032373;				IPR046349;IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;	
A0A2Y9NYK1	A0A2Y9NYK1_DELLE	ITGB1	Integrin beta	Delphinapterus leucas (Beluga whale)	798	unreviewed	5.0			XP_022436157.1;XP_022436158.1;XP_022436159.1;XP_022436160.1;XP_022436161.1;XP_022436162.1;XP_022436164.1;	dle:111178037;		ENSDLET00000007350;				IPR013111;IPR040622;IPR027071;IPR033760;IPR015812;IPR014836;IPR012896;IPR036349;IPR002369;IPR032695;IPR016201;IPR036465;	
A0A2Y9PLB0	A0A2Y9PLB0_DELLE	CLN3	Battenin	Delphinapterus leucas (Beluga whale)	436	unreviewed	5.0			XP_022444082.1;XP_030619526.1;	dle:111182185;		ENSDLET00000021360;				IPR003492;IPR018460;IPR036259;	
A0A2Y9PLR2	A0A2Y9PLR2_DELLE	MDK	midkine isoform X2	Delphinapterus leucas (Beluga whale)	143	unreviewed	5.0			XP_022447844.1;			ENSDLET00000029802;				IPR000762;IPR020090;IPR038130;IPR020091;IPR020089;IPR037122;IPR020092;	
A0A2Y9Q314	A0A2Y9Q314_DELLE	PAFAH1B1 LIS1	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein, LIS-1) (PAF acetylhydrolase 45 kDa subunit, PAF-AH 45 kDa subunit) (PAF-AH alpha, PAFAH alpha)	Delphinapterus leucas (Beluga whale)	410	unreviewed	5.0	FUNCTION: Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein-mediated microtubule sliding by targeting dynein to the microtubule plus end. Required for several dynein- and microtubule-dependent processes such as the maintenance of Golgi integrity, the peripheral transport of microtubule fragments and the coupling of the nucleus and centrosome. Required during brain development for the proliferation of neuronal precursors and the migration of newly formed neurons from the ventricular/subventricular zone toward the cortical plate. Neuronal migration involves a process called nucleokinesis, whereby migrating cells extend an anterior process into which the nucleus subsequently translocates. During nucleokinesis dynein at the nuclear surface may translocate the nucleus towards the centrosome by exerting force on centrosomal microtubules. Also required for proper activation of Rho GTPases and actin polymerization at the leading edge of locomoting cerebellar neurons and postmigratory hippocampal neurons in response to calcium influx triggered via NMDA receptors. May also play a role in other forms of cell locomotion including the migration of fibroblasts during wound healing. Non-catalytic subunit of an acetylhydrolase complex which inactivates platelet-activating factor (PAF) by removing the acetyl group at the SN-2 position. {ECO:0000256|HAMAP-Rule:MF_03141}.		XP_022451885.1;XP_022451886.1;	dle:111186003;		ENSDLET00000019350;				IPR017252;IPR020472;IPR037190;IPR006594;IPR015943;IPR001680;IPR019775;IPR036322;	
A0A2Y9Q5F4	A0A2Y9Q5F4_DELLE	EP300	Histone acetyltransferase, EC 2.3.1.48	Delphinapterus leucas (Beluga whale)	2420	unreviewed	5.0			XP_022452845.1;	dle:111186470;		ENSDLET00000017738;				IPR001487;IPR036427;IPR018359;IPR031162;IPR013178;IPR003101;IPR036529;IPR009110;IPR014744;IPR037073;IPR010303;IPR038547;IPR035898;IPR013083;IPR000197;IPR000433;IPR043145;	
A0A2Y9S422	A0A2Y9S422_PHYMC	TH	Tyrosine 3-monooxygenase, EC 1.14.16.2 (Tyrosine 3-hydroxylase)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	489	unreviewed	5.0			XP_023973341.1;	pcad:102996827;		ENSPCTT00005012873;				IPR045865;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR041903;IPR005962;IPR019773;IPR021164;	
A0A2Y9S785	A0A2Y9S785_PHYMC	RELN	Reelin	Physeter macrocephalus (Sperm whale) (Physeter catodon)	3460	unreviewed	5.0	FUNCTION: Extracellular matrix serine protease that plays a role in layering of neurons in the cerebral cortex and cerebellum. Regulates microtubule function in neurons and neuronal migration. Affects migration of sympathetic preganglionic neurons in the spinal cord, where it seems to act as a barrier to neuronal migration. Enzymatic activity is important for the modulation of cell adhesion. Binding to the extracellular domains of lipoprotein receptors VLDLR and LRP8/APOER2 induces tyrosine phosphorylation of DAB1 and modulation of TAU phosphorylation. {ECO:0000256|ARBA:ARBA00024808}.		XP_023971724.1;	pcad:102985243;		ENSPCTT00005004399;				IPR000742;IPR013111;IPR041161;IPR002861;IPR042307;IPR034968;IPR036278;	
A0A2Y9SCD5	A0A2Y9SCD5_PHYMC	HTT	huntingtin isoform X8	Physeter macrocephalus (Sperm whale) (Physeter catodon)	3148	unreviewed	5.0	FUNCTION: May play a role in microtubule-mediated transport or vesicle function. {ECO:0000256|ARBA:ARBA00002907}.		XP_023974997.1;			ENSPCTT00005028343;				IPR011989;IPR016024;IPR000091;IPR028426;IPR024613;	
A0A2Y9SJ69	A0A2Y9SJ69_PHYMC	EPM2A	Protein-tyrosine-phosphatase, EC 3.1.3.48	Physeter macrocephalus (Sperm whale) (Physeter catodon)	331	unreviewed	5.0			XP_023978478.1;	pcad:102979711;		ENSPCTT00005002153;				IPR013784;IPR034831;IPR002044;IPR045204;IPR000340;IPR013783;IPR042942;IPR029021;IPR016130;IPR000387;IPR020422;	
A0A2Y9SPJ2	A0A2Y9SPJ2_PHYMC	CREB1	cyclic AMP-responsive element-binding protein 1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	341	unreviewed	5.0			XP_007108149.1;XP_023980223.1;XP_023980224.1;	pcad:102989082;		ENSPCTT00005007945;				IPR004827;IPR046347;IPR003102;IPR029802;IPR001630;	
A0A2Y9SSJ8	A0A2Y9SSJ8_PHYMC	PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, EC 3.1.4.11	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1216	unreviewed	5.0	FUNCTION: The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes. {ECO:0000256|PIRNR:PIRNR000956}.		XP_023979430.1;	pcad:102983015;		ENSPCTT00005015538;				IPR000008;IPR035892;IPR011992;IPR001192;IPR016280;IPR028400;IPR014815;IPR042531;IPR009535;IPR037862;IPR017946;IPR015359;IPR000909;IPR001711;	
A0A2Y9T3D2	A0A2Y9T3D2_PHYMC	PTN	pleiotrophin isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	181	unreviewed	5.0			XP_023983330.1;			ENSPCTT00005005220;				IPR000762;IPR020090;IPR038130;IPR020091;IPR020089;IPR037122;IPR020092;	
A0A2Y9TDR9	A0A2Y9TDR9_PHYMC	MDK	midkine isoform X2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	143	unreviewed	5.0			XP_007125056.1;XP_023989046.1;			ENSPCTT00005031888;				IPR000762;IPR020090;IPR038130;IPR020091;IPR020089;IPR037122;IPR020092;	
A0A2Y9TDY4	A0A2Y9TDY4_PHYMC	KMT2A	Histone-lysine N-methyltransferase, EC 2.1.1.364	Physeter macrocephalus (Sperm whale) (Physeter catodon)	3972	unreviewed	5.0			XP_023987050.1;			ENSPCTT00005020005;				IPR001487;IPR036427;IPR034732;IPR003889;IPR003888;IPR037927;IPR041958;IPR042023;IPR042025;IPR044133;IPR016569;IPR003616;IPR001214;IPR046341;IPR002857;IPR011011;IPR001965;IPR019787;IPR013083;	
A0A2Y9TFN9	A0A2Y9TFN9_PHYMC	MME	Neprilysin, EC 3.4.24.11 (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (Skin fibroblast elastase)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	750	unreviewed	5.0			XP_023987680.1;XP_028344278.1;	pcad:102991612;		ENSPCTT00005000056;				IPR024079;IPR029727;IPR000718;IPR018497;IPR042089;IPR008753;	
A0A455B9W2	A0A455B9W2_PHYMC	BRAF	Non-specific serine/threonine protein kinase, EC 2.7.11.1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	802	unreviewed	5.0			XP_028345464.1;			ENSPCTT00005002664;				IPR046349;IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;	
A0A455BME8	A0A455BME8_PHYMC	NTRK2	Tyrosine-protein kinase receptor, EC 2.7.10.1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	838	unreviewed	5.0			XP_028349897.1;	pcad:102987032;		ENSPCTT00005005687;				IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR001611;IPR032675;IPR000372;IPR020777;IPR020455;IPR031635;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR002011;	
A0A455BRX0	A0A455BRX0_PHYMC	ITGB1	Integrin beta	Physeter macrocephalus (Sperm whale) (Physeter catodon)	801	unreviewed	5.0			XP_028351460.1;XP_028351461.1;XP_028351462.1;			ENSPCTT00005003789;				IPR013111;IPR040622;IPR027071;IPR033760;IPR015812;IPR014836;IPR012896;IPR036349;IPR002369;IPR032695;IPR016201;IPR036465;	
A0A4U1EJ85	A0A4U1EJ85_MONMO	NOG EI555_008672	Noggin	Monodon monoceros (Narwhal) (Ceratodon monodon)	232	unreviewed	5.0	FUNCTION: Inhibitor of bone morphogenetic proteins (BMP) signaling which is required for growth and patterning of the neural tube and somite. {ECO:0000256|PIRNR:PIRNR008129}.				RWIC01001447;	ENSMMNT00015023172.1;				IPR029034;IPR008717;	
A0A4U1FQ53	A0A4U1FQ53_MONMO	TH EI555_000366	Tyrosine 3-monooxygenase, EC 1.14.16.2 (Tyrosine 3-hydroxylase)	Monodon monoceros (Narwhal) (Ceratodon monodon)	493	unreviewed	5.0					RWIC01000035;	ENSMMNT00015028414.1;				IPR045865;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR041903;IPR005962;IPR019773;IPR021164;	
A0A4U1FQI2	A0A4U1FQI2_MONMO	SRF EI555_018211	Serum response factor	Monodon monoceros (Narwhal) (Ceratodon monodon)	510	unreviewed	5.0					RWIC01000025;	ENSMMNT00015017426.1;				IPR033897;IPR002100;IPR036879;	
A0A4U1FTG4	A0A4U1FTG4_MONMO	APOE EI555_018373	Apolipoprotein E	Monodon monoceros (Narwhal) (Ceratodon monodon)	316	unreviewed	5.0					RWIC01000002;	ENSMMNT00015009083.1;				IPR000074;	
A0A4V5P8G1	A0A4V5P8G1_MONMO	DRD2 EI555_008494	D(2) dopamine receptor (Dopamine D2 receptor)	Monodon monoceros (Narwhal) (Ceratodon monodon)	443	unreviewed	5.0					RWIC01000443;	ENSMMNT00015028439.1;				IPR001922;IPR000929;IPR000276;IPR017452;	
A0A4V5PAI9	A0A4V5PAI9_MONMO	LGMN EI555_020756	Legumain, EC 3.4.22.34 (Asparaginyl endopeptidase) (Protease, cysteine 1)	Monodon monoceros (Narwhal) (Ceratodon monodon)	433	unreviewed	5.0					RWIC01000054;	ENSMMNT00015025658.1;				IPR043577;IPR001096;	
P0DMM0	APOE_PHYMC	APOE	Apolipoprotein E, Apo-E	Physeter macrocephalus (Sperm whale) (Physeter catodon)	317	reviewed	5.0	FUNCTION: APOE is an apolipoprotein, a protein associating with lipid particles, that mainly functions in lipoprotein-mediated lipid transport between organs via the plasma and interstitial fluids. APOE is a core component of plasma lipoproteins and is involved in their production, conversion and clearance. Apoliproteins are amphipathic molecules that interact both with lipids of the lipoprotein particle core and the aqueous environment of the plasma. As such, APOE associates with chylomicrons, chylomicron remnants, very low density lipoproteins (VLDL) and intermediate density lipoproteins (IDL) but shows a preferential binding to high-density lipoproteins (HDL). It also binds a wide range of cellular receptors including the LDL receptor/LDLR and the very low-density lipoprotein receptor/VLDLR that mediate the cellular uptake of the APOE-containing lipoprotein particles. Finally, APOE has also a heparin-binding activity and binds heparan-sulfate proteoglycans on the surface of cells, a property that supports the capture and the receptor-mediated uptake of APOE-containing lipoproteins by cells. {ECO:0000250|UniProtKB:P02649}.	102995691;	XP_007101327.1;	pcad:102995691;	AWZP01003783;	ENSPCTT00005028741;		1314660at2759;		IPR000074;	
P0DMM1	APOE_TURTR	APOE	Apolipoprotein E, Apo-E	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	316	reviewed	5.0	FUNCTION: APOE is an apolipoprotein, a protein associating with lipid particles, that mainly functions in lipoprotein-mediated lipid transport between organs via the plasma and interstitial fluids. APOE is a core component of plasma lipoproteins and is involved in their production, conversion and clearance. Apoliproteins are amphipathic molecules that interact both with lipids of the lipoprotein particle core and the aqueous environment of the plasma. As such, APOE associates with chylomicrons, chylomicron remnants, very low density lipoproteins (VLDL) and intermediate density lipoproteins (IDL) but shows a preferential binding to high-density lipoproteins (HDL). It also binds a wide range of cellular receptors including the LDL receptor/LDLR and the very low-density lipoprotein receptor/VLDLR that mediate the cellular uptake of the APOE-containing lipoprotein particles. Finally, APOE has also a heparin-binding activity and binds heparan-sulfate proteoglycans on the surface of cells, a property that supports the capture and the receptor-mediated uptake of APOE-containing lipoproteins by cells. {ECO:0000250|UniProtKB:P02649}.				ABRN02348179;	ENSTTRT00000008708;				IPR000074;	
A0A2U3UZQ2	A0A2U3UZQ2_TURTR	SYT11	synaptotagmin-11 isoform X1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	428	unreviewed	4.0		101329691;	XP_004312564.1;			ENSTTRT00000013337;				IPR000008;IPR035892;IPR001565;IPR028699;	
A0A2U4AGQ2	A0A2U4AGQ2_TURTR	VDAC1 LOC117314486	Voltage-dependent anion-selective channel protein 1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	283	unreviewed	4.0		101325333;	XP_019779984.1;XP_019779984.1;XP_019779985.1;XP_019779986.1;XP_033723537.1;			ENSTTRT00000016856;				IPR023614;IPR001925;IPR027246;IPR030270;	
