Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9LFG3	A0A2Y9LFG3_DELLE	NOG	Noggin	Delphinapterus leucas (Beluga whale)	232	unreviewed	5.0	FUNCTION: Inhibitor of bone morphogenetic proteins (BMP) signaling which is required for growth and patterning of the neural tube and somite. {ECO:0000256|PIRNR:PIRNR008129}.		XP_022408310.1;	dle:111163683;		ENSDLET00000009813;				IPR029034;IPR008717;	
A0A2Y9LKN0	A0A2Y9LKN0_DELLE	EPHB2	Receptor protein-tyrosine kinase, EC 2.7.10.1	Delphinapterus leucas (Beluga whale)	986	unreviewed	5.0			XP_022407622.1;			ENSDLET00000016915;				IPR027936;IPR034238;IPR001090;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR011641;IPR008266;IPR020635;IPR016257;IPR001426;	
A0A2Y9LMU1	A0A2Y9LMU1_DELLE	TBX2	T-box transcription factor TBX2	Delphinapterus leucas (Beluga whale)	713	unreviewed	5.0			XP_022408377.1;	dle:111163725;		ENSDLET00000011607;				IPR008967;IPR046360;IPR036960;IPR022582;IPR002070;IPR001699;IPR018186;	
A0A2Y9LQ50	A0A2Y9LQ50_DELLE	FGF10	Fibroblast growth factor, FGF	Delphinapterus leucas (Beluga whale)	207	unreviewed	5.0			XP_022407378.1;	dle:111163180;		ENSDLET00000015564;				IPR028252;IPR002209;IPR008996;	
A0A2Y9MKV9	A0A2Y9MKV9_DELLE	MSX1	homeobox protein MSX-1	Delphinapterus leucas (Beluga whale)	303	unreviewed	5.0			XP_022422864.1;	dle:111171570;		ENSDLET00000024233;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9MM26	A0A2Y9MM26_DELLE	GATA2	endothelial transcription factor GATA-2	Delphinapterus leucas (Beluga whale)	480	unreviewed	5.0			XP_022418203.1;	dle:111168783;		ENSDLET00000015793;				IPR029522;IPR016374;IPR039355;IPR000679;IPR013088;	
A0A2Y9MPB1	A0A2Y9MPB1_DELLE	SOD1	Superoxide dismutase [Cu-Zn], EC 1.15.1.1	Delphinapterus leucas (Beluga whale)	153	unreviewed	5.0	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems. {ECO:0000256|RuleBase:RU000393}.		XP_022424139.1;	dle:111172168;		ENSDLET00000032495;				IPR036423;IPR024134;IPR018152;IPR001424;	
A0A2Y9MZZ4	A0A2Y9MZZ4_DELLE	SIX1	homeobox protein SIX1	Delphinapterus leucas (Beluga whale)	284	unreviewed	5.0			XP_022426471.1;	dle:111173270;		ENSDLET00000009278;				IPR009057;IPR017970;IPR001356;IPR031278;IPR031701;	
A0A2Y9N649	A0A2Y9N649_DELLE	FGF9	Fibroblast growth factor, FGF	Delphinapterus leucas (Beluga whale)	208	unreviewed	5.0	FUNCTION: Plays an important role in the regulation of embryonic development, cell proliferation, cell differentiation and cell migration. May have a role in glial cell growth and differentiation during development, gliosis during repair and regeneration of brain tissue after damage, differentiation and survival of neuronal cells, and growth stimulation of glial tumors. {ECO:0000256|ARBA:ARBA00025319}.		XP_022430199.1;	dle:111175159;		ENSDLET00000021408;				IPR028251;IPR002209;IPR008996;	
A0A2Y9NFI8	A0A2Y9NFI8_DELLE	WNT1	Protein Wnt	Delphinapterus leucas (Beluga whale)	370	unreviewed	5.0	FUNCTION: Ligand for members of the frizzled family of seven transmembrane receptors. {ECO:0000256|RuleBase:RU003500}.		XP_022428028.1;	dle:111174055;		ENSDLET00000008478;				IPR005817;IPR009139;IPR043158;IPR018161;	
A0A2Y9NMR6	A0A2Y9NMR6_DELLE	SPRY2	Protein sprouty homolog 2	Delphinapterus leucas (Beluga whale)	315	unreviewed	5.0			XP_022432662.1;	dle:111176469;		ENSDLET00000008449;				IPR007875;IPR030780;	
A0A2Y9P1J9	A0A2Y9P1J9_DELLE	GATA3	trans-acting T-cell-specific transcription factor GATA-3 isoform X1	Delphinapterus leucas (Beluga whale)	444	unreviewed	5.0			XP_022435978.1;	dle:111177990;		ENSDLET00000006351;				IPR029521;IPR016374;IPR039355;IPR000679;IPR013088;	
A0A2Y9PDR5	A0A2Y9PDR5_DELLE	MAPK3	Mitogen-activated protein kinase, EC 2.7.11.24	Delphinapterus leucas (Beluga whale)	382	unreviewed	5.0			XP_022444075.1;	dle:111182181;		ENSDLET00000021620;				IPR011009;IPR003527;IPR008349;IPR000719;IPR017441;IPR008271;	
A0A2Y9PHR8	A0A2Y9PHR8_DELLE	EDN1	endothelin-1	Delphinapterus leucas (Beluga whale)	202	unreviewed	5.0			XP_022442203.1;	dle:111181269;		ENSDLET00000003190;				IPR020475;IPR019764;IPR001928;	
A0A2Y9PYV8	A0A2Y9PYV8_DELLE	FZD3	frizzled-3	Delphinapterus leucas (Beluga whale)	666	unreviewed	5.0			XP_022450670.1;	dle:111185390;		ENSDLET00000000851;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041769;IPR026553;IPR017981;	
A0A2Y9Q018	A0A2Y9Q018_DELLE	EYA1	Eyes absent homolog, EC 3.1.3.48	Delphinapterus leucas (Beluga whale)	589	unreviewed	5.0			XP_022451075.1;	dle:111185632;		ENSDLET00000014880;				IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9Q0T4	A0A2Y9Q0T4_DELLE	CHD7	DNA helicase, EC 3.6.4.12	Delphinapterus leucas (Beluga whale)	3023	unreviewed	5.0			XP_022451041.1;			ENSDLET00000021569;				IPR006576;IPR037259;IPR016197;IPR000953;IPR023780;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;	
A0A2Y9Q995	A0A2Y9Q995_DELLE	DVL1	segment polarity protein dishevelled homolog DVL-1 isoform X1	Delphinapterus leucas (Beluga whale)	700	unreviewed	5.0			XP_022454160.1;	dle:111187117;		ENSDLET00000010513;				IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008340;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;	
A0A2Y9QCT9	A0A2Y9QCT9_DELLE	EDNRA	Endothelin-1 receptor (Endothelin receptor type A)	Delphinapterus leucas (Beluga whale)	427	unreviewed	5.0	FUNCTION: Receptor for endothelin-1. Mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of binding affinities for ET-A is: ET1 > ET2 >> ET3. {ECO:0000256|ARBA:ARBA00025187}.		XP_022455364.1;XP_022455365.1;	dle:111187719;		ENSDLET00000023970;				IPR000499;IPR002175;IPR000276;IPR017452;	
A0A2Y9SG06	A0A2Y9SG06_PHYMC	MAPK1	Mitogen-activated protein kinase, EC 2.7.11.24	Physeter macrocephalus (Sperm whale) (Physeter catodon)	359	unreviewed	5.0			XP_023976242.1;	pcad:102984305;		ENSPCTT00005021425;				IPR011009;IPR003527;IPR008349;IPR000719;IPR017441;IPR008271;	
A0A2Y9SGP2	A0A2Y9SGP2_PHYMC	MSX1	homeobox protein MSX-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	303	unreviewed	5.0			XP_023974929.1;	pcad:102993258;		ENSPCTT00005030241;				IPR009057;IPR017970;IPR001356;IPR020479;	
A0A2Y9SHR6	A0A2Y9SHR6_PHYMC	SOD1	Superoxide dismutase [Cu-Zn], EC 1.15.1.1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	153	unreviewed	5.0	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems. {ECO:0000256|RuleBase:RU000393}.		XP_023975865.1;	pcad:102973578;		ENSPCTT00005004056;				IPR036423;IPR024134;IPR018152;IPR001424;	
A0A2Y9SMX4	A0A2Y9SMX4_PHYMC	WNT5A	Protein Wnt	Physeter macrocephalus (Sperm whale) (Physeter catodon)	380	unreviewed	5.0	FUNCTION: Ligand for members of the frizzled family of seven transmembrane receptors. {ECO:0000256|RuleBase:RU003500}.		XP_023979668.1;	pcad:102984556;		ENSPCTT00005034254;				IPR005817;IPR026538;IPR043158;IPR018161;	
A0A2Y9SSN6	A0A2Y9SSN6_PHYMC	DVL1	segment polarity protein dishevelled homolog DVL-1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	700	unreviewed	5.0			XP_023981203.1;			ENSPCTT00005003726;				IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008340;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;	
A0A2Y9SZP6	A0A2Y9SZP6_PHYMC	TBX2	T-box transcription factor TBX2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	712	unreviewed	5.0			XP_023983608.1;	pcad:102981473;		ENSPCTT00005030733;				IPR008967;IPR046360;IPR036960;IPR022582;IPR002070;IPR001699;IPR018186;	
A0A2Y9TAB6	A0A2Y9TAB6_PHYMC	FZD3	frizzled-3 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	666	unreviewed	5.0			XP_023986662.1;			ENSPCTT00005003429;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041769;IPR026553;IPR017981;	
A0A2Y9TDT6	A0A2Y9TDT6_PHYMC	LOC102975105	Transcription factor SOX-9	Physeter macrocephalus (Sperm whale) (Physeter catodon)	501	unreviewed	5.0			XP_023986249.1;	pcad:102975105;		ENSPCTT00005012458;				IPR009071;IPR036910;IPR029548;IPR022151;	
A0A4U1ECV1	A0A4U1ECV1_MONMO	WNT1 EI555_006970	Protein Wnt	Monodon monoceros (Narwhal) (Ceratodon monodon)	370	unreviewed	5.0	FUNCTION: Ligand for members of the frizzled family of seven transmembrane receptors. {ECO:0000256|RuleBase:RU003500}.				RWIC01002241;	ENSMMNT00015032387.1;				IPR005817;IPR009139;IPR043158;IPR018161;	
A0A4U1EJ85	A0A4U1EJ85_MONMO	NOG EI555_008672	Noggin	Monodon monoceros (Narwhal) (Ceratodon monodon)	232	unreviewed	5.0	FUNCTION: Inhibitor of bone morphogenetic proteins (BMP) signaling which is required for growth and patterning of the neural tube and somite. {ECO:0000256|PIRNR:PIRNR008129}.				RWIC01001447;	ENSMMNT00015023172.1;				IPR029034;IPR008717;	
A0A4U1EMW5	A0A4U1EMW5_MONMO	SPRY2 EI555_015461	Protein sprouty homolog 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	315	unreviewed	5.0					RWIC01001084;	ENSMMNT00015024010.1;				IPR007875;IPR030780;	
A0A4U1FCA8	A0A4U1FCA8_MONMO	TBX2 EI555_016751	T-box transcription factor 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	713	unreviewed	5.0					RWIC01000221;	ENSMMNT00015029126.1;				IPR008967;IPR046360;IPR036960;IPR022582;IPR002070;IPR001699;IPR018186;	
A0A4U1FEB2	A0A4U1FEB2_MONMO	OSR1 EI555_005258	Odd-skipped related transcription factor 1	Monodon monoceros (Narwhal) (Ceratodon monodon)	267	unreviewed	5.0					RWIC01000178;	ENSMMNT00015008125.1;				IPR036236;IPR013087;	
A0A4U1FL18	A0A4U1FL18_MONMO	MAPK3 EI555_019132	Mitogen-activated protein kinase, EC 2.7.11.24	Monodon monoceros (Narwhal) (Ceratodon monodon)	382	unreviewed	5.0					RWIC01000079;	ENSMMNT00015019651.1;				IPR011009;IPR003527;IPR008349;IPR000719;IPR017441;IPR008271;	
A0A4U1FSU5	A0A4U1FSU5_MONMO	SLC9A3R1 EI555_014876	Na(+)/H(+) exchange regulatory cofactor NHE-RF	Monodon monoceros (Narwhal) (Ceratodon monodon)	366	unreviewed	5.0	FUNCTION: Scaffold protein that connects plasma membrane proteins with members of the ezrin/moesin/radixin family and thereby helps to link them to the actin cytoskeleton and to regulate their surface expression. {ECO:0000256|PIRNR:PIRNR037866}.				RWIC01000005;	ENSMMNT00015032827.1;				IPR015098;IPR031199;IPR017300;IPR001478;IPR036034;	
A0A2Y9EMB7	A0A2Y9EMB7_PHYMC	COL2A1	collagen alpha-1(II) chain isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1487	unreviewed	4.0		102984074;	XP_007104431.1;	pcad:102984074;		ENSPCTT00005019154;				IPR008160;IPR000885;IPR001007;	
A0A2Y9F6U1	A0A2Y9F6U1_PHYMC	DLX5	homeobox protein DLX-5	Physeter macrocephalus (Sperm whale) (Physeter catodon)	289	unreviewed	4.0		102981327;	XP_007116476.1;	pcad:102981327;		ENSPCTT00005006606;				IPR022135;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;	
A0A2Y9F6X1	A0A2Y9F6X1_PHYMC	PRRX1	paired mesoderm homeobox protein 1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	245	unreviewed	4.0		102981785;	XP_007115357.1;	pcad:102981785;		ENSPCTT00005006663;				IPR009057;IPR017970;IPR001356;IPR003654;IPR043378;	
A0A2Y9FJA6	A0A2Y9FJA6_PHYMC	FRZB	Secreted frizzled-related protein 3 (Frizzled-related protein 1) (FrzB-1)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	325	unreviewed	4.0	FUNCTION: Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types. SFRP3/FRZB appears to be involved in limb skeletogenesis. Antagonist of Wnt8 signaling. Regulates chondrocyte maturation and long bone development. {ECO:0000256|ARBA:ARBA00025169}.		XP_007124168.2;	pcad:102982568;		ENSPCTT00005019377;				IPR015526;IPR020067;IPR036790;IPR001134;IPR018933;IPR035813;IPR026556;IPR041759;IPR008993;	
A0A2Y9FR60	A0A2Y9FR60_PHYMC	ATP6V1B1	Vacuolar proton pump subunit B, V-ATPase subunit B (Vacuolar proton pump subunit B)	Physeter macrocephalus (Sperm whale) (Physeter catodon)	513	unreviewed	4.0	FUNCTION: Non-catalytic subunit of the V1 complex of vacuolar(H+)-ATPase (V-ATPase), a multisubunit enzyme composed of a peripheral complex (V1) that hydrolyzes ATP and a membrane integral complex (V0) that translocates protons. V-ATPase is responsible for acidifying and maintaining the pH of intracellular compartments and in some cell types, is targeted to the plasma membrane, where it is responsible for acidifying the extracellular environment. {ECO:0000256|RuleBase:RU366021}.	102995815;	XP_007128995.1;	pcad:102995815;		ENSPCTT00005006613;				IPR020003;IPR004100;IPR000194;IPR005723;IPR027417;IPR022879;	
A0A2Y9FUN6	A0A2Y9FUN6_PHYMC	NEUROG1	neurogenin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	244	unreviewed	4.0			XP_007130950.2;	pcad:102988206;		ENSPCTT00005018432;				IPR011598;IPR036638;IPR032653;	
A0A2Y9FV83	A0A2Y9FV83_PHYMC	HESX1	Homeobox expressed in ES cells 1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	185	unreviewed	4.0		102988519;	XP_007129710.1;	pcad:102988519;		ENSPCTT00005034094;				IPR043402;IPR009057;IPR017970;IPR001356;	
A0A2Y9LJX8	A0A2Y9LJX8_DELLE	ZIC3	zinc finger protein ZIC 3 isoform X1	Delphinapterus leucas (Beluga whale)	464	unreviewed	4.0			XP_022409954.1;	dle:111164531;		ENSDLET00000001726;				IPR036236;IPR013087;IPR041643;	
A0A2Y9MNV5	A0A2Y9MNV5_DELLE	FRZB	Secreted frizzled-related protein 3 (Frizzled-related protein 1) (FrzB-1)	Delphinapterus leucas (Beluga whale)	325	unreviewed	4.0	FUNCTION: Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types. SFRP3/FRZB appears to be involved in limb skeletogenesis. Antagonist of Wnt8 signaling. Regulates chondrocyte maturation and long bone development. {ECO:0000256|ARBA:ARBA00025169}.		XP_022423979.1;	dle:111172057;		ENSDLET00000017612;				IPR015526;IPR020067;IPR036790;IPR001134;IPR018933;IPR035813;IPR026556;IPR041759;IPR008993;	
A0A2Y9MP97	A0A2Y9MP97_DELLE	FZD2	Frizzled-2	Delphinapterus leucas (Beluga whale)	565	unreviewed	4.0			XP_022420877.1;	dle:111170218;		ENSDLET00000010925;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041778;IPR026550;IPR017981;	
A0A2Y9MVP0	A0A2Y9MVP0_DELLE	SIX4	homeobox protein SIX4 isoform X1	Delphinapterus leucas (Beluga whale)	790	unreviewed	4.0			XP_022426469.1;	dle:111173269;		ENSDLET00000009266;				IPR009057;IPR017970;IPR001356;IPR031701;	
A0A2Y9NLN3	A0A2Y9NLN3_DELLE	ATP8A2	Phospholipid-transporting ATPase, EC 7.6.2.1	Delphinapterus leucas (Beluga whale)	1188	unreviewed	4.0			XP_022430223.1;	dle:111175171;		ENSDLET00000022076;				IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;	
A0A2Y9P561	A0A2Y9P561_DELLE	FZD6	Frizzled-6	Delphinapterus leucas (Beluga whale)	712	unreviewed	4.0			XP_022440361.1;	dle:111180361;		ENSDLET00000000461;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041770;IPR026543;IPR017981;	
A0A2Y9PCD4	A0A2Y9PCD4_DELLE	NEUROG1	neurogenin-1	Delphinapterus leucas (Beluga whale)	244	unreviewed	4.0			XP_022444564.1;	dle:111182468;		ENSDLET00000006379;				IPR011598;IPR036638;IPR032653;	
A0A2Y9PFK2	A0A2Y9PFK2_DELLE	DLX5	homeobox protein DLX-5	Delphinapterus leucas (Beluga whale)	289	unreviewed	4.0			XP_022445699.1;	dle:111183038;		ENSDLET00000028885;				IPR022135;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;	
A0A2Y9Q4S7	A0A2Y9Q4S7_DELLE	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 isoform X1	Delphinapterus leucas (Beluga whale)	3038	unreviewed	4.0	FUNCTION: Receptor that may have an important role in cell/cell signaling during nervous system formation. {ECO:0000256|ARBA:ARBA00002066}.		XP_022452496.1;	dle:111186314;		ENSDLET00000028315;				IPR002126;IPR015919;IPR020894;IPR013320;IPR001881;IPR013032;IPR000742;IPR000152;IPR032471;IPR046338;IPR017981;IPR036445;IPR001879;IPR000832;IPR017983;IPR000203;IPR001791;IPR002049;	
A0A2Y9Q6J1	A0A2Y9Q6J1_DELLE	DVL2	segment polarity protein dishevelled homolog DVL-2 isoform X4	Delphinapterus leucas (Beluga whale)	736	unreviewed	4.0			XP_022451137.1;	dle:111185664;		ENSDLET00000032056;				IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008341;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;	
A0A2Y9T350	A0A2Y9T350_PHYMC	ZIC3	zinc finger protein ZIC 3 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	465	unreviewed	4.0			XP_023983982.1;	pcad:102981835;		ENSPCTT00005032250;				IPR036236;IPR013087;IPR041643;	
A0A2Y9T457	A0A2Y9T457_PHYMC	FZD6	Frizzled-6	Physeter macrocephalus (Sperm whale) (Physeter catodon)	712	unreviewed	4.0		102990598;	XP_007122600.1;XP_023985751.1;	pcad:102990598;		ENSPCTT00005033078;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041770;IPR026543;IPR017981;	
A0A2Y9T5N6	A0A2Y9T5N6_PHYMC	DVL2	segment polarity protein dishevelled homolog DVL-2 isoform X5	Physeter macrocephalus (Sperm whale) (Physeter catodon)	732	unreviewed	4.0			XP_023983439.1;			ENSPCTT00005022146;				IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008341;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;	
A0A4U1EKH5	A0A4U1EKH5_MONMO	ATP6V1B1 EI555_016659	Vacuolar proton pump subunit B, V-ATPase subunit B (Vacuolar proton pump subunit B)	Monodon monoceros (Narwhal) (Ceratodon monodon)	513	unreviewed	4.0	FUNCTION: Non-catalytic subunit of the V1 complex of vacuolar(H+)-ATPase (V-ATPase), a multisubunit enzyme composed of a peripheral complex (V1) that hydrolyzes ATP and a membrane integral complex (V0) that translocates protons. V-ATPase is responsible for acidifying and maintaining the pH of intracellular compartments and in some cell types, is targeted to the plasma membrane, where it is responsible for acidifying the extracellular environment. {ECO:0000256|RuleBase:RU366021}.				RWIC01001229;	ENSMMNT00015021470.1;				IPR020003;IPR004100;IPR000194;IPR005723;IPR027417;IPR022879;	
A0A4U1EVP5	A0A4U1EVP5_MONMO	NEUROG1 EI555_014712	Neurogenin 1	Monodon monoceros (Narwhal) (Ceratodon monodon)	244	unreviewed	4.0					RWIC01000716;	ENSMMNT00015004255.1;				IPR011598;IPR036638;IPR032653;	
A0A4U1EZR3	A0A4U1EZR3_MONMO	DVL2 EI555_006227	Dishevelled segment polarity protein 2	Monodon monoceros (Narwhal) (Ceratodon monodon)	736	unreviewed	4.0					RWIC01000548;	ENSMMNT00015028530.1;				IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008341;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;	
A0A4U1F506	A0A4U1F506_MONMO	FZD2 EI555_013971	Frizzled-2	Monodon monoceros (Narwhal) (Ceratodon monodon)	565	unreviewed	4.0					RWIC01000395;	ENSMMNT00015025097.1;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041778;IPR026550;IPR017981;	
A0A2U4AIE0	A0A2U4AIE0_TURTR	EYA1	Eyes absent homolog, EC 3.1.3.48	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	589	unreviewed	3.0		101331670;	XP_019780750.1;							IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	
A0A2Y9EDJ2	A0A2Y9EDJ2_PHYMC	USH1G	Usher syndrome type-1G protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.	102976076;	XP_007099777.1;	pcad:102976076;		ENSPCTT00005025905;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2Y9EEC6	A0A2Y9EEC6_PHYMC	ATOH1	protein atonal homolog 1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	352	unreviewed	3.0		102994380;	XP_007100312.1;	pcad:102994380;		ENSPCTT00005004930;				IPR032661;IPR011598;IPR036638;	
A0A2Y9EI15	A0A2Y9EI15_PHYMC	WDR19	WD repeat-containing protein 19 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1342	unreviewed	3.0		102981989;	XP_007102377.1;	pcad:102981989;		ENSPCTT00005026282;				IPR011990;IPR015943;IPR001680;IPR036322;IPR040379;IPR039468;	
A0A2Y9F0T6	A0A2Y9F0T6_PHYMC	HOXA2	homeobox protein Hox-A2	Physeter macrocephalus (Sperm whale) (Physeter catodon)	372	unreviewed	3.0		102973480;	XP_007112840.1;	pcad:102973480;		ENSPCTT00005000557;				IPR009057;IPR001827;IPR017970;IPR001356;IPR020479;	
A0A2Y9F4W4	A0A2Y9F4W4_PHYMC	CLRN1	clarin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	232	unreviewed	3.0		102981959;	XP_007114676.1;	pcad:102981959;		ENSPCTT00005000084;				IPR026748;	
