Entry	Entry Name	Gene Names	Protein names	Organism	Length	Reviewed	Annotation	Function [CC]	GeneID	RefSeq	KEGG	EMBL	Ensembl	EnsemblMetazoa	OrthoDB	PIR	InterPro	CCDS
A0A2Y9TD76	A0A2Y9TD76_PHYMC	JAG2	Delta-like protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1236	unreviewed	4.0	FUNCTION: Putative Notch ligand involved in the mediation of Notch signaling. {ECO:0000256|RuleBase:RU280815}.		XP_023986760.1;	pcad:102981771;		ENSPCTT00005011710;				IPR001774;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR026219;IPR011651;IPR001007;	
A0A4U1F506	A0A4U1F506_MONMO	FZD2 EI555_013971	Frizzled-2	Monodon monoceros (Narwhal) (Ceratodon monodon)	565	unreviewed	4.0					RWIC01000395;	ENSMMNT00015025097.1;				IPR015526;IPR000539;IPR020067;IPR036790;IPR041778;IPR026550;IPR017981;	
A0A2Y9EDJ2	A0A2Y9EDJ2_PHYMC	USH1G	Usher syndrome type-1G protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.	102976076;	XP_007099777.1;	pcad:102976076;		ENSPCTT00005025905;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2Y9EEC6	A0A2Y9EEC6_PHYMC	ATOH1	protein atonal homolog 1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	352	unreviewed	3.0		102994380;	XP_007100312.1;	pcad:102994380;		ENSPCTT00005004930;				IPR032661;IPR011598;IPR036638;	
A0A2Y9F4W4	A0A2Y9F4W4_PHYMC	CLRN1	clarin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	232	unreviewed	3.0		102981959;	XP_007114676.1;	pcad:102981959;		ENSPCTT00005000084;				IPR026748;	
A0A2Y9F772	A0A2Y9F772_PHYMC	SDC4	Syndecan	Physeter macrocephalus (Sperm whale) (Physeter catodon)	201	unreviewed	3.0	FUNCTION: Cell surface proteoglycan. {ECO:0000256|RuleBase:RU000649}.	102990020;	XP_007115541.1;	pcad:102990020;		ENSPCTT00005033017;				IPR003585;IPR001050;IPR027789;IPR030479;	
A0A2Y9FL23	A0A2Y9FL23_PHYMC	MKS1	Meckel syndrome type 1 protein isoform X3	Physeter macrocephalus (Sperm whale) (Physeter catodon)	559	unreviewed	3.0		102994687;	XP_007124370.1;	pcad:102994687;		ENSPCTT00005017333;ENSPCTT00005017389;ENSPCTT00005017539;				IPR010796;	
A0A2Y9LHT0	A0A2Y9LHT0_DELLE	MKS1	Meckel syndrome type 1 protein isoform X1	Delphinapterus leucas (Beluga whale)	559	unreviewed	3.0			XP_022408301.1;	dle:111163681;		ENSDLET00000010085;				IPR010796;	
A0A2Y9MPE6	A0A2Y9MPE6_DELLE	SEC24B	protein transport protein Sec24B isoform X1	Delphinapterus leucas (Beluga whale)	1253	unreviewed	3.0			XP_022422821.1;	dle:111171497;		ENSDLET00000025819;				IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	
A0A2Y9NBW3	A0A2Y9NBW3_DELLE	SLITRK6	SLIT and NTRK-like protein 6	Delphinapterus leucas (Beluga whale)	842	unreviewed	3.0			XP_022432374.1;	dle:111176332;		ENSDLET00000008406;				IPR000483;IPR001611;IPR003591;IPR032675;IPR043326;	
A0A2Y9NVZ8	A0A2Y9NVZ8_DELLE	CLRN1	clarin-1 isoform X1	Delphinapterus leucas (Beluga whale)	232	unreviewed	3.0			XP_022438205.1;	dle:111179176;		ENSDLET00000000261;				IPR026748;	
A0A2Y9NY56	A0A2Y9NY56_DELLE	WHRN	whirlin isoform X1	Delphinapterus leucas (Beluga whale)	919	unreviewed	3.0			XP_022434643.1;	dle:111177289;		ENSDLET00000005844;				IPR001478;IPR036034;IPR033028;	
A0A2Y9NY71	A0A2Y9NY71_DELLE	ATOH1	protein atonal homolog 1	Delphinapterus leucas (Beluga whale)	352	unreviewed	3.0			XP_022437886.1;	dle:111178976;		ENSDLET00000000953;				IPR032661;IPR011598;IPR036638;	
A0A2Y9PJC5	A0A2Y9PJC5_DELLE	USH1G	Usher syndrome type-1G protein isoform X1 (Usher syndrome type-1G protein isoform X2)	Delphinapterus leucas (Beluga whale)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.		XP_022445385.1;XP_022445386.1;	dle:111182853;		ENSDLET00000016017;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2Y9PS08	A0A2Y9PS08_DELLE	SDC4	Syndecan	Delphinapterus leucas (Beluga whale)	201	unreviewed	3.0	FUNCTION: Cell surface proteoglycan. {ECO:0000256|RuleBase:RU000649}.		XP_022448021.1;	dle:111184140;		ENSDLET00000002324;				IPR003585;IPR001050;IPR027789;IPR030479;	
A0A2Y9PWL0	A0A2Y9PWL0_DELLE	TSKU	tsukushin isoform X1	Delphinapterus leucas (Beluga whale)	367	unreviewed	3.0			XP_022449586.1;XP_022449587.1;XP_022449588.1;XP_022449589.1;XP_030617004.1;	dle:111184893;		ENSDLET00000004793;				IPR001611;IPR003591;IPR032675;	
A0A2Y9Q5R9	A0A2Y9Q5R9_DELLE	GABRB2	gamma-aminobutyric acid receptor subunit beta-2 isoform X2	Delphinapterus leucas (Beluga whale)	474	unreviewed	3.0			XP_022450877.1;			ENSDLET00000000285;				IPR006028;IPR002289;IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;	
A0A2Y9Q906	A0A2Y9Q906_DELLE	FAT4	protocadherin Fat 4	Delphinapterus leucas (Beluga whale)	4981	unreviewed	3.0			XP_022451973.1;	dle:111186067;		ENSDLET00000028159;				IPR002126;IPR015919;IPR020894;IPR013320;IPR001881;IPR000742;IPR000152;IPR018097;IPR009030;IPR001791;	
A0A2Y9RZ34	A0A2Y9RZ34_PHYMC	GABRB2	gamma-aminobutyric acid receptor subunit beta-2 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	512	unreviewed	3.0			XP_023971598.1;	pcad:102996682;		ENSPCTT00005004975;				IPR006028;IPR002289;IPR006202;IPR036734;IPR006201;IPR036719;IPR038050;IPR006029;IPR018000;	
A0A2Y9SCM5	A0A2Y9SCM5_PHYMC	SEC24B	protein transport protein Sec24B isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1257	unreviewed	3.0			XP_023975092.1;	pcad:102984328;		ENSPCTT00005003842;				IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	
A0A2Y9SL34	A0A2Y9SL34_PHYMC	PCDH15	protocadherin-15 isoform X4	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1937	unreviewed	3.0			XP_023977060.1;			ENSPCTT00005027664;				IPR002126;IPR015919;IPR020894;IPR041149;IPR030718;	
A0A2Y9TA57	A0A2Y9TA57_PHYMC	CTHRC1	collagen triple helix repeat-containing protein 1 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	245	unreviewed	3.0			XP_023985730.1;	pcad:102991063;		ENSPCTT00005033038;					
A0A4U1ET95	A0A4U1ET95_MONMO	ATOH1 EI555_015308	Atonal bHLH transcription factor 1	Monodon monoceros (Narwhal) (Ceratodon monodon)	352	unreviewed	3.0					RWIC01000837;	ENSMMNT00015016898.1;				IPR032661;IPR011598;IPR036638;	
A0A4U1F2P1	A0A4U1F2P1_MONMO	SDC4 EI555_011920	Syndecan	Monodon monoceros (Narwhal) (Ceratodon monodon)	201	unreviewed	3.0	FUNCTION: Cell surface proteoglycan. {ECO:0000256|RuleBase:RU000649}.				RWIC01000455;	ENSMMNT00015000204.1;				IPR003585;IPR001050;IPR027789;IPR030479;	
A0A4U1FSV8	A0A4U1FSV8_MONMO	USH1G EI555_014900	USH1 protein network component sans	Monodon monoceros (Narwhal) (Ceratodon monodon)	461	unreviewed	3.0	FUNCTION: Plays a central role during spermatogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in the regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation. {ECO:0000256|ARBA:ARBA00025297}.				RWIC01000005;	ENSMMNT00015032553.1;				IPR002110;IPR036770;IPR001660;IPR013761;IPR037602;	
A0A2U3UZ42	A0A2U3UZ42_TURTR	TRIP11	thyroid receptor-interacting protein 11 isoform X1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1979	unreviewed	2.0		101334299;	XP_004311575.1;			ENSTTRT00000008095;				IPR000237;	
A0A2U3UZE0	A0A2U3UZE0_TURTR	PJVK	pejvakin	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	352	unreviewed	2.0		101322317;	XP_004311474.1;			ENSTTRT00000009696;				IPR007677;IPR040460;	
A0A2Y9EMH2	A0A2Y9EMH2_PHYMC	TRIP11	thyroid receptor-interacting protein 11 isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	1978	unreviewed	2.0			XP_007105103.2;	pcad:102986808;		ENSPCTT00005021902;				IPR000237;	
A0A2Y9ER90	A0A2Y9ER90_PHYMC	TMC1	Transmembrane channel-like protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	761	unreviewed	2.0			XP_007106666.3;	pcad:102987955;		ENSPCTT00005003079;				IPR038900;IPR012496;	
A0A2Y9F5W6	A0A2Y9F5W6_PHYMC	POU4F3	POU domain protein	Physeter macrocephalus (Sperm whale) (Physeter catodon)	338	unreviewed	2.0		102979619;	XP_007115350.1;	pcad:102979619;		ENSPCTT00005003725;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9FIC2	A0A2Y9FIC2_PHYMC	FGF20	Fibroblast growth factor, FGF	Physeter macrocephalus (Sperm whale) (Physeter catodon)	211	unreviewed	2.0		102992726;	XP_007123810.1;	pcad:102992726;		ENSPCTT00005007249;				IPR028291;IPR002209;IPR008996;	
A0A2Y9FPI1	A0A2Y9FPI1_PHYMC	PLS1	plastin-1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	630	unreviewed	2.0		102978844;	XP_007126550.1;	pcad:102978844;		ENSPCTT00005000142;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9FUE2	A0A2Y9FUE2_PHYMC	PJVK	pejvakin isoform X1	Physeter macrocephalus (Sperm whale) (Physeter catodon)	352	unreviewed	2.0			XP_007130807.2;	pcad:102974887;		ENSPCTT00005006212;				IPR007677;IPR040460;	
A0A2Y9LWF2	A0A2Y9LWF2_DELLE	NAGLU	alpha-N-acetylglucosaminidase	Delphinapterus leucas (Beluga whale)	744	unreviewed	2.0			XP_022413740.1;	dle:111166383;		ENSDLET00000012859;				IPR017853;IPR029018;IPR007781;IPR024732;IPR024240;IPR024733;	
A0A2Y9N352	A0A2Y9N352_DELLE	PJVK	pejvakin	Delphinapterus leucas (Beluga whale)	352	unreviewed	2.0			XP_022425842.1;	dle:111172915;		ENSDLET00000014757;				IPR007677;IPR040460;	
A0A2Y9ND01	A0A2Y9ND01_DELLE	FGF20	Fibroblast growth factor, FGF	Delphinapterus leucas (Beluga whale)	211	unreviewed	2.0			XP_022427123.1;	dle:111173604;		ENSDLET00000010723;				IPR028291;IPR002209;IPR008996;	
A0A2Y9NRJ2	A0A2Y9NRJ2_DELLE	TRIP11	thyroid receptor-interacting protein 11 isoform X4	Delphinapterus leucas (Beluga whale)	1979	unreviewed	2.0			XP_022431963.1;			ENSDLET00000014337;				IPR000237;	
A0A2Y9NTQ4	A0A2Y9NTQ4_DELLE	PLS1	plastin-1 isoform X1	Delphinapterus leucas (Beluga whale)	630	unreviewed	2.0			XP_022438379.1;XP_030617392.1;	dle:111179268;		ENSDLET00000004129;				IPR001589;IPR001715;IPR036872;IPR011992;IPR018247;IPR002048;IPR039959;IPR030235;	
A0A2Y9PBL2	A0A2Y9PBL2_DELLE	GSDME	gasdermin-E isoform X1	Delphinapterus leucas (Beluga whale)	496	unreviewed	2.0			XP_022440687.1;	dle:111180565;		ENSDLET00000014736;				IPR040460;IPR041263;IPR042377;	
A0A2Y9PHU9	A0A2Y9PHU9_DELLE	CDH23	cadherin-23 isoform X2	Delphinapterus leucas (Beluga whale)	3321	unreviewed	2.0			XP_022446519.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A2Y9PL45	A0A2Y9PL45_DELLE	POU4F3	POU domain protein	Delphinapterus leucas (Beluga whale)	338	unreviewed	2.0			XP_022445981.1;	dle:111183170;		ENSDLET00000004706;				IPR001387;IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR032961;IPR000327;	
A0A2Y9PU64	A0A2Y9PU64_DELLE	CDH23	cadherin-23 isoform X1	Delphinapterus leucas (Beluga whale)	3358	unreviewed	2.0			XP_022446518.1;	dle:111183482;						IPR002126;IPR015919;IPR020894;IPR033030;	
A0A2Y9QDF5	A0A2Y9QDF5_DELLE	IFT27	intraflagellar transport protein 27 homolog	Delphinapterus leucas (Beluga whale)	186	unreviewed	2.0			XP_022455646.1;	dle:111187871;		ENSDLET00000009566;				IPR027417;IPR005225;IPR001806;	
A0A340WZG6	A0A340WZG6_LIPVE	CDH23	cadherin-23 isoform X3	Lipotes vexillifer (Yangtze river dolphin)	1079	unreviewed	2.0		103074411;	XP_007454753.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A340X0C6	A0A340X0C6_LIPVE	CDH23	cadherin-23 isoform X1	Lipotes vexillifer (Yangtze river dolphin)	3354	unreviewed	2.0		103074411;	XP_007454751.1;	lve:103074411;						IPR002126;IPR015919;IPR020894;IPR033030;	
A0A340X464	A0A340X464_LIPVE	CDH23	cadherin-23 isoform X2	Lipotes vexillifer (Yangtze river dolphin)	1114	unreviewed	2.0		103074411;	XP_007454752.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341AYF3	A0A341AYF3_NEOAA	CDH23	cadherin-23 isoform X2	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	2269	unreviewed	2.0			XP_024595521.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341AYF4	A0A341AYF4_NEOAA	CDH23	cadherin-23 isoform X1	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	2302	unreviewed	2.0			XP_024595520.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341AYF8	A0A341AYF8_NEOAA	CDH23	cadherin-23 isoform X6	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1311	unreviewed	2.0			XP_024595526.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341AYG1	A0A341AYG1_NEOAA	CDH23	cadherin-23 isoform X5	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1519	unreviewed	2.0			XP_024595525.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341B136	A0A341B136_NEOAA	CDH23	cadherin-23 isoform X4	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	2009	unreviewed	2.0			XP_024595523.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341B141	A0A341B141_NEOAA	CDH23	cadherin-23 isoform X8	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	3353	unreviewed	2.0			XP_024595528.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341B1R0	A0A341B1R0_NEOAA	CDH23	cadherin-23 isoform X3	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	2010	unreviewed	2.0			XP_024595522.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A341B1R6	A0A341B1R6_NEOAA	CDH23	cadherin-23 isoform X7	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1113	unreviewed	2.0			XP_024595527.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A383YY29	A0A383YY29_BALAS	CDH23	cadherin-23 isoform X1	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	3359	unreviewed	2.0		103012260;	XP_007167778.1;	bacu:103012260;						IPR002126;IPR015919;IPR020894;IPR033030;	
A0A383YYM5	A0A383YYM5_BALAS	CDH23	cadherin-23 isoform X2	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	3322	unreviewed	2.0		103012260;	XP_007167779.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
A0A452C6M8	A0A452C6M8_BALAS	CDH23	cadherin-23 isoform X3	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	1201	unreviewed	2.0			XP_028018763.1;							IPR002126;IPR015919;IPR020894;IPR033030;	
